"domain_1","domain_2"
"PF00436","PF03796"
"PF00436","PF03840"
"PF00436","PF04098"
"PF00436","PF06645"
"PF00437","PF00437"
"PF00437","PF05157"
"PF00438","PF00438"
"PF00438","PF01154"
"PF00438","PF01502"
"PF00438","PF01503"
"PF00438","PF02190"
"PF00438","PF02204"
"PF00438","PF02736"
"PF00438","PF02772"
"PF00438","PF02773"
"PF00438","PF04715"
"PF00438","PF05291"
"PF00438","PF06418"
"PF00438","PF07724"
"PF00438","PF08540"
"PF00439","PF00439"
"PF00439","PF00454"
"PF00439","PF00505"
"PF00439","PF00554"
"PF00439","PF00569"
"PF00439","PF00583"
"PF00439","PF00620"
"PF00439","PF00621"
"PF00439","PF00628"
"PF00439","PF00643"
"PF00439","PF00651"
"PF00439","PF00757"
"PF00439","PF00783"
"PF00439","PF00850"
"PF00439","PF00855"
"PF00439","PF00856"
"PF00439","PF01030"
"PF00439","PF01049"
"PF00439","PF01079"
"PF00439","PF01085"
"PF00439","PF01253"
"PF00439","PF01342"
"PF00439","PF01399"
"PF00439","PF01416"
"PF00439","PF01426"
"PF00439","PF01429"
"PF00439","PF01466"
"PF00439","PF01753"
"PF00439","PF01833"
"PF00439","PF02178"
"PF00439","PF02198"
"PF00439","PF02201"
"PF00439","PF02210"
"PF00439","PF02257"
"PF00439","PF02259"
"PF00439","PF02291"
"PF00439","PF02319"
"PF00439","PF02383"
"PF00439","PF02791"
"PF00439","PF02826"
"PF00439","PF02969"
"PF00439","PF03166"
"PF00439","PF03172"
"PF00439","PF03540"
"PF00439","PF03847"
"PF00439","PF04433"
"PF00439","PF04494"
"PF00439","PF04729"
"PF00439","PF05964"
"PF00439","PF06001"
"PF00439","PF07529"
"PF00439","PF07533"
"PF00439","PF07571"
"PF00439","PF07714"
"PF00439","PF08209"
"PF00439","PF08513"
"PF00439","PF08624"
"PF00440","PF00440"
"PF00440","PF02909"
"PF00440","PF08359"
"PF00440","PF08360"
"PF00440","PF08361"
"PF00440","PF08362"
"PF00440","PF09209"
"PF00441","PF00441"
"PF00441","PF00725"
"PF00441","PF00766"
"PF00441","PF01756"
"PF00441","PF02737"
"PF00441","PF02770"
"PF00441","PF02771"
"PF00441","PF07645"
"PF00442","PF00610"
"PF00442","PF01399"
"PF00442","PF02136"
"PF00443","PF00443"
"PF00443","PF00554"
"PF00443","PF00581"
"PF00443","PF00610"
"PF00443","PF00612"
"PF00443","PF00627"
"PF00443","PF00660"
"PF00443","PF00917"
"PF00443","PF00929"
"PF00443","PF01015"
"PF00443","PF01088"
"PF00443","PF01267"
"PF00443","PF01399"
"PF00443","PF01532"
"PF00443","PF01753"
"PF00443","PF01805"
"PF00443","PF02136"
"PF00443","PF02148"
"PF00443","PF02291"
"PF00443","PF02463"
"PF00443","PF02809"
"PF00443","PF04423"
"PF00443","PF05160"
"PF00443","PF07479"
"PF00443","PF07714"
"PF00443","PF08209"
"PF00443","PF10163"
"PF00444","PF00572"
"PF00444","PF00573"
"PF00444","PF00636"
"PF00444","PF00687"
"PF00444","PF01016"
"PF00444","PF01196"
"PF00444","PF05046"
"PF00444","PF05047"
"PF00445","PF00445"
"PF00447","PF00447"
"PF00447","PF00515"
"PF00447","PF01412"
"PF00447","PF07719"
"PF00447","PF07942"
"PF00447","PF08633"
"PF00447","PF08728"
"PF00448","PF00448"
"PF00448","PF00515"
"PF00448","PF02222"
"PF00448","PF02735"
"PF00448","PF02881"
"PF00448","PF02978"
"PF00449","PF00449"
"PF00449","PF00547"
"PF00449","PF00699"
"PF00449","PF01979"
"PF00449","PF02802"
"PF00449","PF02814"
"PF00449","PF05194"
"PF00450","PF00450"
"PF00450","PF00806"
"PF00450","PF01161"
"PF00450","PF01521"
"PF00450","PF03676"
"PF00450","PF05008"
"PF00450","PF05997"
"PF00450","PF06723"
"PF00450","PF08022"
"PF00451","PF00451"
"PF00451","PF07885"
"PF00452","PF00452"
"PF00452","PF00619"
"PF00452","PF00931"
"PF00452","PF02180"
"PF00452","PF03006"
"PF00452","PF06393"
"PF00452","PF08945"
"PF00452","PF10514"
"PF00452","PF11430"
"PF00453","PF00453"
"PF00453","PF00468"
"PF00453","PF00471"
"PF00453","PF00472"
"PF00453","PF00476"
"PF00453","PF00533"
"PF00453","PF00542"
"PF00453","PF00550"
"PF00453","PF00572"
"PF00453","PF00574"
"PF00453","PF00636"
"PF00453","PF00707"
"PF00453","PF00712"
"PF00453","PF00772"
"PF00453","PF00825"
"PF00453","PF00829"
"PF00453","PF00830"
"PF00453","PF00849"
"PF00453","PF00886"
"PF00453","PF00889"
"PF00453","PF00905"
"PF00453","PF00912"
"PF00453","PF01000"
"PF00453","PF01016"
"PF00453","PF01029"
"PF00453","PF01043"
"PF00453","PF01084"
"PF00453","PF01098"
"PF00453","PF01121"
"PF00453","PF01132"
"PF00453","PF01134"
"PF00453","PF01148"
"PF00453","PF01195"
"PF00453","PF01196"
"PF00453","PF01225"
"PF00453","PF01245"
"PF00453","PF01250"
"PF00453","PF01252"
"PF00453","PF01281"
"PF00453","PF01305"
"PF00453","PF01327"
"PF00453","PF01367"
"PF00453","PF01434"
"PF00453","PF01476"
"PF00453","PF01553"
"PF00453","PF01632"
"PF00453","PF01649"
"PF00453","PF01653"
"PF00453","PF01668"
"PF00453","PF01709"
"PF00453","PF01715"
"PF00453","PF01743"
"PF00453","PF01746"
"PF00453","PF01765"
"PF00453","PF01782"
"PF00453","PF01790"
"PF00453","PF01795"
"PF00453","PF01807"
"PF00453","PF02096"
"PF00453","PF02224"
"PF00453","PF02357"
"PF00453","PF02367"
"PF00453","PF02390"
"PF00453","PF02410"
"PF00453","PF02473"
"PF00453","PF02527"
"PF00453","PF02575"
"PF00453","PF02739"
"PF00453","PF02767"
"PF00453","PF02768"
"PF00453","PF02873"
"PF00453","PF02904"
"PF00453","PF02911"
"PF00453","PF02912"
"PF00453","PF03033"
"PF00453","PF03054"
"PF00453","PF03118"
"PF00453","PF03120"
"PF00453","PF03461"
"PF00453","PF03462"
"PF00453","PF03471"
"PF00453","PF03602"
"PF00453","PF03652"
"PF00453","PF03717"
"PF00453","PF03772"
"PF00453","PF03796"
"PF00453","PF03840"
"PF00454","PF00454"
"PF00454","PF00488"
"PF00454","PF00515"
"PF00454","PF00613"
"PF00454","PF00749"
"PF00454","PF00787"
"PF00454","PF00792"
"PF00454","PF00794"
"PF00454","PF01336"
"PF00454","PF01624"
"PF00454","PF02291"
"PF00454","PF02969"
"PF00454","PF03540"
"PF00454","PF03847"
"PF00455","PF00455"
"PF00455","PF06026"
"PF00456","PF00456"
"PF00456","PF01992"
"PF00456","PF02779"
"PF00456","PF02780"
"PF00457","PF00457"
"PF00457","PF00553"
"PF00457","PF00704"
"PF00457","PF00722"
"PF00457","PF01522"
"PF00457","PF02013"
"PF00457","PF02018"
"PF00457","PF03422"
"PF00458","PF00458"
"PF00458","PF00579"
"PF00458","PF00587"
"PF00458","PF00749"
"PF00458","PF03129"
"PF00458","PF03950"
"PF00459","PF00459"
"PF00459","PF01159"
"PF00459","PF01221"
"PF00459","PF01513"
"PF00460","PF00551"
"PF00460","PF00669"
"PF00460","PF00700"
"PF00460","PF00771"
"PF00460","PF00813"
"PF00460","PF01052"
"PF00460","PF01311"
"PF00460","PF01312"
"PF00460","PF01313"
"PF00460","PF01514"
"PF00460","PF02049"
"PF00460","PF02321"
"PF00460","PF02506"
"PF00460","PF06429"
"PF00460","PF07196"
"PF00461","PF00533"
"PF00461","PF00698"
"PF00461","PF01168"
"PF00461","PF01202"
"PF00461","PF01715"
"PF00461","PF01743"
"PF00461","PF02801"
"PF00461","PF02823"
"PF00461","PF02912"
"PF00461","PF03147"
"PF00462","PF00462"
"PF00462","PF00578"
"PF00462","PF00611"
"PF00462","PF00806"
"PF00462","PF00928"
"PF00462","PF01115"
"PF00462","PF01412"
"PF00462","PF01722"
"PF00462","PF02374"
"PF00462","PF05768"
"PF00462","PF07992"
"PF00462","PF08271"
"PF00462","PF08534"
"PF00463","PF00463"
"PF00463","PF00591"
"PF00463","PF01274"
"PF00463","PF01992"
"PF00463","PF02885"
"PF00464","PF00464"
"PF00464","PF00892"
"PF00464","PF01380"
"PF00464","PF01423"
"PF00465","PF00465"
"PF00465","PF01253"
"PF00465","PF01564"
"PF00466","PF00466"
"PF00466","PF00467"
"PF00466","PF00542"
"PF00466","PF00885"
"PF00466","PF01201"
"PF00466","PF01287"
"PF00466","PF01513"
"PF00466","PF01912"
"PF00466","PF04427"
"PF00466","PF06645"
"PF00466","PF07690"
"PF00466","PF08534"
"PF00467","PF00467"
"PF00467","PF00488"
"PF00467","PF00491"
"PF00467","PF00503"
"PF00467","PF00515"
"PF00467","PF00573"
"PF00467","PF00575"
"PF00467","PF00673"
"PF00467","PF00687"
"PF00467","PF00827"
"PF00467","PF00831"
"PF00467","PF00856"
"PF00467","PF00900"
"PF00467","PF01092"
"PF00467","PF01198"
"PF00467","PF01246"
"PF00467","PF01247"
"PF00467","PF01280"
"PF00467","PF01287"
"PF00467","PF01294"
"PF00467","PF01479"
"PF00467","PF01655"
"PF00467","PF01713"
"PF00467","PF01777"
"PF00467","PF01907"
"PF00467","PF02357"
"PF00467","PF03946"
"PF00467","PF04352"
"PF00467","PF05652"
"PF00467","PF06391"
"PF00467","PF08297"
"PF00468","PF00472"
"PF00468","PF00533"
"PF00468","PF00542"
"PF00468","PF00550"
"PF00468","PF00636"
"PF00468","PF00707"
"PF00468","PF00829"
"PF00468","PF00830"
"PF00468","PF00849"
"PF00468","PF00886"
"PF00468","PF00889"
"PF00468","PF01000"
"PF00468","PF01016"
"PF00468","PF01043"
"PF00468","PF01084"
"PF00468","PF01096"
"PF00468","PF01121"
"PF00468","PF01132"
"PF00468","PF01134"
"PF00468","PF01148"
"PF00468","PF01195"
"PF00468","PF01196"
"PF00468","PF01245"
"PF00468","PF01250"
"PF00468","PF01281"
"PF00468","PF01305"
"PF00468","PF01327"
"PF00468","PF01367"
"PF00468","PF01434"
"PF00468","PF01553"
"PF00468","PF01595"
"PF00468","PF01632"
"PF00468","PF01653"
"PF00468","PF01709"
"PF00468","PF01715"
"PF00468","PF01743"
"PF00468","PF01746"
"PF00468","PF01765"
"PF00468","PF01790"
"PF00468","PF01795"
"PF00468","PF01807"
"PF00468","PF02096"
"PF00468","PF02150"
"PF00468","PF02390"
"PF00468","PF02739"
"PF00468","PF02911"
"PF00468","PF03054"
"PF00468","PF03120"
"PF00468","PF03462"
"PF00468","PF03796"
"PF00468","PF06419"
"PF00468","PF07957"
"PF00469","PF00469"
"PF00471","PF00472"
"PF00471","PF00542"
"PF00471","PF00574"
"PF00471","PF00707"
"PF00471","PF00712"
"PF00471","PF00772"
"PF00471","PF00829"
"PF00471","PF00849"
"PF00471","PF00889"
"PF00471","PF00905"
"PF00471","PF01000"
"PF00471","PF01016"
"PF00471","PF01043"
"PF00471","PF01084"
"PF00471","PF01098"
"PF00471","PF01132"
"PF00471","PF01195"
"PF00471","PF01245"
"PF00471","PF01250"
"PF00471","PF01252"
"PF00471","PF01281"
"PF00471","PF01305"
"PF00471","PF01327"
"PF00471","PF01367"
"PF00471","PF01434"
"PF00471","PF01476"
"PF00471","PF01632"
"PF00471","PF01649"
"PF00471","PF01653"
"PF00471","PF01668"
"PF00471","PF01746"
"PF00471","PF01765"
"PF00471","PF01790"
"PF00471","PF01795"
"PF00471","PF01807"
"PF00471","PF02096"
"PF00471","PF02224"
"PF00471","PF02357"
"PF00471","PF02575"
"PF00471","PF02739"
"PF00471","PF02768"
"PF00471","PF02873"
"PF00471","PF02904"
"PF00471","PF02911"
"PF00471","PF03118"
"PF00471","PF03120"
"PF00471","PF03462"
"PF00471","PF03652"
"PF00471","PF03772"
"PF00471","PF03796"
"PF00472","PF00472"
"PF00472","PF00476"
"PF00472","PF00488"
"PF00472","PF00533"
"PF00472","PF00542"
"PF00472","PF00550"
"PF00472","PF00574"
"PF00472","PF00636"
"PF00472","PF00707"
"PF00472","PF00712"
"PF00472","PF00772"
"PF00472","PF00829"
"PF00472","PF00830"
"PF00472","PF00849"
"PF00472","PF00886"
"PF00472","PF00889"
"PF00472","PF00905"
"PF00472","PF01000"
"PF00472","PF01016"
"PF00472","PF01043"
"PF00472","PF01084"
"PF00472","PF01098"
"PF00472","PF01121"
"PF00472","PF01132"
"PF00472","PF01134"
"PF00472","PF01148"
"PF00472","PF01195"
"PF00472","PF01196"
"PF00472","PF01207"
"PF00472","PF01245"
"PF00472","PF01248"
"PF00472","PF01250"
"PF00472","PF01252"
"PF00472","PF01281"
"PF00472","PF01305"
"PF00472","PF01327"
"PF00472","PF01367"
"PF00472","PF01434"
"PF00472","PF01476"
"PF00472","PF01553"
"PF00472","PF01595"
"PF00472","PF01632"
"PF00472","PF01648"
"PF00472","PF01649"
"PF00472","PF01653"
"PF00472","PF01668"
"PF00472","PF01687"
"PF00472","PF01709"
"PF00472","PF01715"
"PF00472","PF01743"
"PF00472","PF01746"
"PF00472","PF01765"
"PF00472","PF01790"
"PF00472","PF01795"
"PF00472","PF01807"
"PF00472","PF02096"
"PF00472","PF02357"
"PF00472","PF02390"
"PF00472","PF02575"
"PF00472","PF02739"
"PF00472","PF02768"
"PF00472","PF02772"
"PF00472","PF02773"
"PF00472","PF02801"
"PF00472","PF02873"
"PF00472","PF02911"
"PF00472","PF03033"
"PF00472","PF03054"
"PF00472","PF03118"
"PF00472","PF03120"
"PF00472","PF03147"
"PF00472","PF03462"
"PF00472","PF03652"
"PF00472","PF03772"
"PF00472","PF03796"
"PF00472","PF05175"
"PF00473","PF02793"
"PF00475","PF00475"
"PF00475","PF00702"
"PF00475","PF00764"
"PF00475","PF00800"
"PF00475","PF00815"
"PF00475","PF00977"
"PF00475","PF01502"
"PF00475","PF01503"
"PF00475","PF01634"
"PF00475","PF01912"
"PF00475","PF02776"
"PF00476","PF00476"
"PF00476","PF00488"
"PF00476","PF00533"
"PF00476","PF00542"
"PF00476","PF00550"
"PF00476","PF00574"
"PF00476","PF00707"
"PF00476","PF00712"
"PF00476","PF00772"
"PF00476","PF00829"
"PF00476","PF00849"
"PF00476","PF00905"
"PF00476","PF00912"
"PF00476","PF01000"
"PF00476","PF01016"
"PF00476","PF01029"
"PF00476","PF01098"
"PF00476","PF01121"
"PF00476","PF01132"
"PF00476","PF01195"
"PF00476","PF01207"
"PF00476","PF01225"
"PF00476","PF01245"
"PF00476","PF01252"
"PF00476","PF01281"
"PF00476","PF01305"
"PF00476","PF01327"
"PF00476","PF01367"
"PF00476","PF01476"
"PF00476","PF01612"
"PF00476","PF01632"
"PF00476","PF01653"
"PF00476","PF01715"
"PF00476","PF01743"
"PF00476","PF01746"
"PF00476","PF01765"
"PF00476","PF01782"
"PF00476","PF01790"
"PF00476","PF01795"
"PF00476","PF01807"
"PF00476","PF01820"
"PF00476","PF02096"
"PF00476","PF02357"
"PF00476","PF02367"
"PF00476","PF02410"
"PF00476","PF02473"
"PF00476","PF02576"
"PF00476","PF02739"
"PF00476","PF02767"
"PF00476","PF02768"
"PF00476","PF02801"
"PF00476","PF02873"
"PF00476","PF02911"
"PF00476","PF02912"
"PF00476","PF03033"
"PF00476","PF03120"
"PF00476","PF03147"
"PF00476","PF03167"
"PF00476","PF03461"
"PF00476","PF03462"
"PF00476","PF03471"
"PF00476","PF03602"
"PF00476","PF03717"
"PF00476","PF03772"
"PF00476","PF03796"
"PF00476","PF03840"
"PF00476","PF07686"
"PF00476","PF09281"
"PF00478","PF00478"
"PF00478","PF00514"
"PF00478","PF00571"
"PF00478","PF00705"
"PF00478","PF00730"
"PF00478","PF00735"
"PF00478","PF01008"
"PF00478","PF01749"
"PF00478","PF01909"
"PF00478","PF02985"
"PF00478","PF03540"
"PF00478","PF03810"
"PF00478","PF03828"
"PF00479","PF00479"
"PF00479","PF01182"
"PF00479","PF02781"
"PF00479","PF02901"
"PF00480","PF00480"
"PF00480","PF04131"
"PF00481","PF00481"
"PF00481","PF00498"
"PF00481","PF00501"
"PF00481","PF00560"
"PF00481","PF00571"
"PF00481","PF00583"
"PF00481","PF00653"
"PF00481","PF00788"
"PF00481","PF00888"
"PF00481","PF00982"
"PF00481","PF01096"
"PF00481","PF01198"
"PF00481","PF01253"
"PF00481","PF01652"
"PF00481","PF01912"
"PF00481","PF02150"
"PF00481","PF02358"
"PF00481","PF02732"
"PF00481","PF02866"
"PF00481","PF03540"
"PF00481","PF07830"
"PF00481","PF10604"
"PF00482","PF00482"
"PF00483","PF00483"
"PF00483","PF00514"
"PF00483","PF00578"
"PF00483","PF01749"
"PF00483","PF02020"
"PF00484","PF00484"
"PF00484","PF00988"
"PF00485","PF00485"
"PF00486","PF00486"
"PF00486","PF00498"
"PF00486","PF00515"
"PF00486","PF01377"
"PF00486","PF01590"
"PF00486","PF01627"
"PF00486","PF02473"
"PF00486","PF02912"
"PF00486","PF03704"
"PF00487","PF01151"
"PF00488","PF00488"
"PF00488","PF00533"
"PF00488","PF00542"
"PF00488","PF00550"
"PF00488","PF00569"
"PF00488","PF00574"
"PF00488","PF00675"
"PF00488","PF00712"
"PF00488","PF00735"
"PF00488","PF00849"
"PF00488","PF00850"
"PF00488","PF00855"
"PF00488","PF00905"
"PF00488","PF01016"
"PF00488","PF01031"
"PF00488","PF01098"
"PF00488","PF01119"
"PF00488","PF01121"
"PF00488","PF01195"
"PF00488","PF01207"
"PF00488","PF01286"
"PF00488","PF01305"
"PF00488","PF01336"
"PF00488","PF01476"
"PF00488","PF01624"
"PF00488","PF01713"
"PF00488","PF01715"
"PF00488","PF01743"
"PF00488","PF01765"
"PF00488","PF01844"
"PF00488","PF02096"
"PF00488","PF02212"
"PF00488","PF02259"
"PF00488","PF02260"
"PF00488","PF02518"
"PF00488","PF02801"
"PF00488","PF02873"
"PF00488","PF03033"
"PF00488","PF03147"
"PF00488","PF03462"
"PF00488","PF04423"
"PF00488","PF05188"
"PF00488","PF05190"
"PF00488","PF05192"
"PF00489","PF00489"
"PF00489","PF09240"
"PF00489","PF10420"
"PF00490","PF00490"
"PF00490","PF00514"
"PF00490","PF00762"
"PF00490","PF01749"
"PF00490","PF02602"
"PF00490","PF08477"
"PF00491","PF00491"
"PF00491","PF00514"
"PF00491","PF00719"
"PF00491","PF01287"
"PF00491","PF01380"
"PF00491","PF01749"
"PF00491","PF02866"
"PF00491","PF08264"
"PF00491","PF08477"
"PF00491","PF08622"
"PF00493","PF00493"
"PF00493","PF00646"
"PF00493","PF00736"
"PF00493","PF00752"
"PF00493","PF00826"
"PF00493","PF00827"
"PF00493","PF00832"
"PF00493","PF00867"
"PF00493","PF00900"
"PF00493","PF00935"
"PF00493","PF00982"
"PF00493","PF01015"
"PF00493","PF01073"
"PF00493","PF01090"
"PF00493","PF01092"
"PF00493","PF01096"
"PF00493","PF01157"
"PF00493","PF01171"
"PF00493","PF01172"
"PF00493","PF01176"
"PF00493","PF01191"
"PF00493","PF01193"
"PF00493","PF01194"
"PF00493","PF01198"
"PF00493","PF01200"
"PF00493","PF01201"
"PF00493","PF01246"
"PF00493","PF01269"
"PF00493","PF01280"
"PF00493","PF01282"
"PF00493","PF01423"
"PF00493","PF01426"
"PF00493","PF01599"
"PF00493","PF01655"
"PF00493","PF01667"
"PF00493","PF01780"
"PF00493","PF01798"
"PF00493","PF01864"
"PF00493","PF01866"
"PF00493","PF01870"
"PF00493","PF01871"
"PF00493","PF01873"
"PF00493","PF01875"
"PF00493","PF01877"
"PF00493","PF01896"
"PF00493","PF01902"
"PF00493","PF01907"
"PF00493","PF01912"
"PF00493","PF01916"
"PF00493","PF01920"
"PF00493","PF01922"
"PF00493","PF01946"
"PF00493","PF01971"
"PF00493","PF01974"
"PF00493","PF01981"
"PF00493","PF01982"
"PF00493","PF01984"
"PF00493","PF02002"
"PF00493","PF02005"
"PF00493","PF02006"
"PF00493","PF02150"
"PF00493","PF02178"
"PF00493","PF02359"
"PF00493","PF02475"
"PF00493","PF02546"
"PF00493","PF02598"
"PF00493","PF02676"
"PF00493","PF02724"
"PF00493","PF02732"
"PF00493","PF02933"
"PF00493","PF02996"
"PF00493","PF03029"
"PF00493","PF03104"
"PF00493","PF03367"
"PF00493","PF03463"
"PF00493","PF03464"
"PF00493","PF03465"
"PF00493","PF03587"
"PF00493","PF04042"
"PF00494","PF00494"
"PF00494","PF05172"
"PF00496","PF00496"
"PF00497","PF00497"
"PF00497","PF00512"
"PF00497","PF00528"
"PF00497","PF00989"
"PF00497","PF01464"
"PF00497","PF01627"
"PF00497","PF02518"
"PF00498","PF00498"
"PF00498","PF00505"
"PF00498","PF00533"
"PF00498","PF00534"
"PF00498","PF00563"
"PF00498","PF00566"
"PF00498","PF00571"
"PF00498","PF00578"
"PF00498","PF00595"
"PF00498","PF00646"
"PF00498","PF00788"
"PF00498","PF00990"
"PF00498","PF01000"
"PF00498","PF01008"
"PF00498","PF01193"
"PF00498","PF01214"
"PF00498","PF01271"
"PF00498","PF01302"
"PF00498","PF01331"
"PF00498","PF01360"
"PF00498","PF01380"
"PF00498","PF01412"
"PF00498","PF01843"
"PF00498","PF01873"
"PF00498","PF01946"
"PF00498","PF02463"
"PF00498","PF02493"
"PF00498","PF02732"
"PF00498","PF02798"
"PF00498","PF03704"
"PF00498","PF05032"
"PF00498","PF05693"
"PF00498","PF06470"
"PF00498","PF07557"
"PF00498","PF07558"
"PF00498","PF08605"
"PF00498","PF12196"
"PF00500","PF00500"
"PF00501","PF00501"
"PF00501","PF00514"
"PF00501","PF00515"
"PF00501","PF00521"
"PF00501","PF00550"
"PF00501","PF00668"
"PF00501","PF00806"
"PF00501","PF00975"
"PF00501","PF00989"
"PF00501","PF01008"
"PF00501","PF01253"
"PF00501","PF01553"
"PF00501","PF01652"
"PF00501","PF01749"
"PF00501","PF02518"
"PF00501","PF02801"
"PF00501","PF02866"
"PF00501","PF03144"
"PF00501","PF06464"
"PF00501","PF11930"
"PF00502","PF00502"
"PF00502","PF01383"
"PF00502","PF02972"
"PF00503","PF00503"
"PF00503","PF00583"
"PF00503","PF00610"
"PF00503","PF00615"
"PF00503","PF00621"
"PF00503","PF00631"
"PF00503","PF00690"
"PF00503","PF00702"
"PF00503","PF00704"
"PF00503","PF01159"
"PF00503","PF01813"
"PF00503","PF01992"
"PF00503","PF02100"
"PF00503","PF02116"
"PF00503","PF02188"
"PF00503","PF02374"
"PF00503","PF02518"
"PF00503","PF03427"
"PF00503","PF03950"
"PF00503","PF04695"
"PF00503","PF04868"
"PF00503","PF05492"
"PF00503","PF09128"
"PF00504","PF00504"
"PF00504","PF00762"
"PF00504","PF01701"
"PF00504","PF05479"
"PF00505","PF00514"
"PF00505","PF00569"
"PF00505","PF00620"
"PF00505","PF00628"
"PF00505","PF00856"
"PF00505","PF00870"
"PF00505","PF01014"
"PF00505","PF01031"
"PF00505","PF01119"
"PF00505","PF01336"
"PF00505","PF01342"
"PF00505","PF01393"
"PF00505","PF01426"
"PF00505","PF01991"
"PF00505","PF02136"
"PF00505","PF02178"
"PF00505","PF02212"
"PF00505","PF02269"
"PF00505","PF02518"
"PF00505","PF02791"
"PF00505","PF02809"
"PF00505","PF02854"
"PF00505","PF03172"
"PF00505","PF03372"
"PF00505","PF03531"
"PF00505","PF04058"
"PF00505","PF04719"
"PF00505","PF05022"
"PF00505","PF05158"
"PF00505","PF05669"
"PF00505","PF05964"
"PF00505","PF05965"
"PF00505","PF06068"
"PF00505","PF08581"
"PF00506","PF00506"
"PF00507","PF00662"
"PF00508","PF00508"
"PF00508","PF00519"
"PF00509","PF00509"
"PF00509","PF00969"
"PF00509","PF00979"
"PF00509","PF00993"
"PF00509","PF07686"
"PF00509","PF09245"
"PF00510","PF01215"
"PF00510","PF02046"
"PF00510","PF02238"
"PF00510","PF02297"
"PF00510","PF02935"
"PF00510","PF07835"
"PF00511","PF00511"
"PF00511","PF02747"
"PF00512","PF00512"
"PF00512","PF00550"
"PF00512","PF00578"
"PF00512","PF00582"
"PF00512","PF00672"
"PF00512","PF00785"
"PF00512","PF00989"
"PF00512","PF01590"
"PF00512","PF01627"
"PF00512","PF02518"
"PF00512","PF02702"
"PF00512","PF08970"
"PF00514","PF00514"
"PF00514","PF00515"
"PF00514","PF00533"
"PF00514","PF00554"
"PF00514","PF00571"
"PF00514","PF00578"
"PF00514","PF00583"
"PF00514","PF00604"
"PF00514","PF00636"
"PF00514","PF00638"
"PF00514","PF00646"
"PF00514","PF00692"
"PF00514","PF00702"
"PF00514","PF00755"
"PF00514","PF00764"
"PF00514","PF00857"
"PF00514","PF00896"
"PF00514","PF00907"
"PF00514","PF00926"
"PF00514","PF01008"
"PF00514","PF01042"
"PF00514","PF01049"
"PF00514","PF01053"
"PF00514","PF01056"
"PF00514","PF01089"
"PF00514","PF01138"
"PF00514","PF01212"
"PF00514","PF01218"
"PF00514","PF01227"
"PF00514","PF01279"
"PF00514","PF01423"
"PF00514","PF01467"
"PF00514","PF01472"
"PF00514","PF01496"
"PF00514","PF01509"
"PF00514","PF01557"
"PF00514","PF01591"
"PF00514","PF01602"
"PF00514","PF01680"
"PF00514","PF01729"
"PF00514","PF01749"
"PF00514","PF01784"
"PF00514","PF01833"
"PF00514","PF01909"
"PF00514","PF01916"
"PF00514","PF01946"
"PF00514","PF02127"
"PF00514","PF02136"
"PF00514","PF02197"
"PF00514","PF02210"
"PF00514","PF02548"
"PF00514","PF02581"
"PF00514","PF02731"
"PF00514","PF02749"
"PF00514","PF02800"
"PF00514","PF02854"
"PF00514","PF02985"
"PF00514","PF03066"
"PF00514","PF03208"
"PF00514","PF03725"
"PF00514","PF03803"
"PF00514","PF03810"
"PF00514","PF04096"
"PF00514","PF04425"
"PF00514","PF04446"
"PF00514","PF05923"
"PF00514","PF05972"
"PF00514","PF06384"
"PF00514","PF07992"
"PF00514","PF08240"
"PF00514","PF08347"
"PF00514","PF08423"
"PF00514","PF08506"
"PF00514","PF08542"
"PF00514","PF08544"
"PF00514","PF08833"
"PF00514","PF08911"
"PF00514","PF08934"
"PF00515","PF00515"
"PF00515","PF00535"
"PF00515","PF00560"
"PF00515","PF00564"
"PF00515","PF00612"
"PF00515","PF00617"
"PF00515","PF00623"
"PF00515","PF00628"
"PF00515","PF00638"
"PF00515","PF00639"
"PF00515","PF00641"
"PF00515","PF00642"
"PF00515","PF00646"
"PF00515","PF00649"
"PF00515","PF00685"
"PF00515","PF00735"
"PF00515","PF00755"
"PF00515","PF00762"
"PF00515","PF00795"
"PF00515","PF00806"
"PF00515","PF00838"
"PF00515","PF00850"
"PF00515","PF00888"
"PF00515","PF00931"
"PF00515","PF00970"
"PF00515","PF00995"
"PF00515","PF01036"
"PF00515","PF01115"
"PF00515","PF01138"
"PF00515","PF01214"
"PF00515","PF01287"
"PF00515","PF01336"
"PF00515","PF01380"
"PF00515","PF01398"
"PF00515","PF01399"
"PF00515","PF01411"
"PF00515","PF01423"
"PF00515","PF01433"
"PF00515","PF01607"
"PF00515","PF01694"
"PF00515","PF01739"
"PF00515","PF01756"
"PF00515","PF01798"
"PF00515","PF01808"
"PF00515","PF01849"
"PF00515","PF01981"
"PF00515","PF02064"
"PF00515","PF02071"
"PF00515","PF02178"
"PF00515","PF02188"
"PF00515","PF02259"
"PF00515","PF02260"
"PF00515","PF02272"
"PF00515","PF02373"
"PF00515","PF02518"
"PF00515","PF02540"
"PF00515","PF02732"
"PF00515","PF02803"
"PF00515","PF02817"
"PF00515","PF02824"
"PF00515","PF02869"
"PF00515","PF02874"
"PF00515","PF02878"
"PF00515","PF02879"
"PF00515","PF02880"
"PF00515","PF02881"
"PF00515","PF02889"
"PF00515","PF02984"
"PF00515","PF03114"
"PF00515","PF03179"
"PF00515","PF03256"
"PF00515","PF03705"
"PF00515","PF03839"
"PF00515","PF04053"
"PF00515","PF04434"
